,RegionName,one_month_sign_acc,quarter_sign_acc,year_sign_acc,one_month_diff,quarter_diff,year_diff,time_used
96,78666,1,1,1,0.24983153552935966,0.7971432119613348,0.530078892698751,1
97,11203,0,0,1,0.3001005400938024,0.300085139444874,0.5999149826095541,1
98,93257,1,0,1,0.1861224434083175,0.8322004278184281,2.512922866553453,1
99,93550,1,1,1,0.09527624495132714,0.48494062570764307,3.0248980577536098,1
100,60625,1,1,1,0.1941519510738307,0.49495451738570284,1.2972436256468234,1
101,10457,1,1,1,0.1678456956499914,0.28844995574583654,2.912149107478364,1
102,66062,1,0,1,0.004449763393973294,0.7132531799511506,2.052551879835749,1
103,92592,0,0,1,0.3671527390906521,1.3758345248865689,2.8809228990865194,1
104,60623,0,0,0,0.4945743204086778,2.1834614562429575,7.332830906504489,1
105,95630,0,0,0,0.10020471016561769,0.8001841987736388,1.8001833865936891,1
106,10452,1,1,1,0.6810706906062334,1.69808728127007,1.2564137988165127,1
107,28269,0,0,1,0.2155614280724189,0.7370543479202198,1.032384827349766,1
108,92880,1,0,1,0.34033763823680624,1.701480866176719,4.869844492429656,1
109,94544,0,0,0,0.8986940215370807,2.862255901514423,7.800530097150362,1
110,90706,1,1,1,0.3810802526420943,0.8719831308241383,0.2706625646636362,1
111,78577,0,0,0,0.1088557045888903,0.020223548417247942,2.631685669493321,1
112,78641,1,1,1,0.4249990050999573,1.7129580914356226,1.5217328699666386,1
113,93535,1,1,1,0.04513911805925752,0.5346110093873826,3.5283577739355247,1
114,77459,0,0,0,0.057572370416919774,0.6672517816438073,1.6837506339600177,1
115,10469,1,1,0,0.04861100317713507,0.7538518036769857,4.514596490282488,1
116,10029,0,0,0,0.400091440870623,1.9000914411422074,1.3001121159197522,1
117,92704,1,1,1,0.3999586320373724,0.6999575887144103,0.5999528937624907,1
118,93274,0,0,1,0.24281902334613245,1.024939135832635,2.640413731094805,1
119,11218,1,1,1,0.2970142712144505,1.2964055906338676,1.0963874192293281,1
120,75035,0,0,0,0.10007629238521241,0.8000761637238776,0.7000761509828057,1
121,11212,1,1,0,0.27221317399033806,0.3337732725767733,0.6190599354219629,1
122,10462,0,0,0,0.5450845812984658,1.5702568437116762,2.3361286582425898,1
123,91335,1,1,1,0.5998858993168055,1.2998859011807569,0.49996006663744735,1
124,27610,0,0,0,0.30315498358805165,0.9073733797140449,0.013122281115860727,1
125,60634,0,1,1,0.10836831304507001,0.09165371142823814,0.8999715283329516,1
126,30349,0,0,1,0.5004311253326766,1.400562551278744,0.4988464464161962,1
127,94533,0,0,0,0.4000583982161964,1.300056631336733,2.4000486806219943,1
128,28027,0,0,1,0.20089170869377693,0.8934791137343312,1.1182544303235709,1
129,34787,0,0,1,0.3404505022819127,1.0028957184068772,0.07843245986201094,1
130,87121,1,1,1,0.22466318239045627,0.817356358129412,0.9504171573440598,1
131,76244,0,0,0,0.10168138452236654,0.7019872123055853,0.6019951847835147,1
132,77083,0,0,0,0.25169564605589617,1.2546648111817027,2.916210793103546,1
133,10002,1,1,1,0.0239029416892773,0.4208832676540214,0.5878729991484866,1
134,23464,1,1,1,0.18966878448058444,1.0683138953175821,4.366915790577579,1
135,76063,0,1,1,0.0005135766393141643,0.4995803895208719,0.29979872107667077,1
136,10466,1,0,0,0.13482215154754296,1.004200855745844,4.614385813850614,1
137,11375,1,1,1,0.3968208740120682,1.1942393167114158,1.0933191297284603,1
138,98052,1,0,0,0.38653484661412624,2.259185434767337,8.4304739560549,1
139,34953,0,0,1,0.21845093159203324,0.9426002595004287,1.028144694083584,1
140,33024,0,0,1,0.09846911131640952,0.34537463262257023,1.502662503309693,1
141,33411,0,0,1,0.24789696915210743,0.6170946784549575,1.2750305494705994,1
142,75002,1,1,1,0.28870476302518194,0.8660245708638062,0.7643679886072571,1
143,79912,1,1,1,0.10133621837183054,0.7007615184746583,2.4524763077918887,1
144,93536,1,1,1,0.00618333681762101,0.3813029869386013,2.923381571137693,1
145,91709,1,1,1,0.05099786507801446,0.18893867826207722,1.933681827071386,1
146,91910,0,0,1,0.4656640273822778,1.5224870916293023,1.7378260131677425,1
147,98012,1,0,1,0.465697514157337,2.185189462625315,7.633222637465227,1
148,94513,0,0,0,0.20099578720013367,1.1009957836555295,2.6001048969379568,1
149,78572,1,1,1,0.18895132965437106,0.21163614938788133,2.1342389419790013,1
150,11691,1,0,0,0.3998410594740953,0.00017315642796484674,0.20023711850260387,1
151,75211,0,0,0,0.40526620179076966,0.8066342433451561,0.8067060031172194,1
152,85225,0,0,1,0.3004815380525038,1.3806599036846745,0.7327937638401065,1
153,30040,0,0,1,0.14191621038073693,0.8688399226757058,0.15267154023997997,1
154,93727,1,0,1,0.13964634585047273,0.8778369044874774,2.011447985948652,1
155,89108,0,0,0,0.684937341836007,2.553128354305132,7.789759327256787,1
156,91706,0,0,0,0.47072152051499816,0.9705706602967709,0.20081203020951793,1
157,90003,1,1,0,0.3858345260101332,1.1793794865721825,0.021470460051695697,1
158,22191,1,1,0,0.07987598737007323,0.9395242443214684,5.35788730957095,1
159,92126,0,0,1,0.5864157635747654,2.3799937093834487,5.010682168238606,1
160,19120,1,0,1,0.13273724222979522,0.9980602727981852,3.691428166960986,1
161,30041,0,0,1,0.15726224606029646,0.8138512943337719,0.09107807632860765,1
162,76028,1,1,1,0.0996440596528869,0.599056607964408,0.29863426679871796,1
163,30052,0,0,1,0.1787471565754044,0.9953834979964409,0.5256922798795788,1
164,80013,0,0,0,0.11646863523586705,0.7425823237355037,1.4963487575716057,1
165,11215,1,1,1,0.19647999559096732,0.49523094661183475,0.9951291202786914,1
166,75228,0,0,0,0.30009079751084283,0.7000725260075765,0.700067943416067,1
167,20002,1,1,1,0.1190818040887904,0.31024132190387116,0.1879152841153513,1
168,63376,1,0,0,0.07640460862226861,0.9290132076807462,3.414816601364483,1
169,37211,0,0,0,0.141013242771187,0.4076492126840462,0.355607983305554,1
170,60085,1,1,0,0.5079151300119271,2.0232402704932566,10.284017875835932,1
171,76179,1,1,1,0.1353363321680025,0.7209893639445406,0.007630400754943589,1
172,77407,0,0,0,0.00012118114929345511,0.9002386345771562,1.0007667025419205,1
173,60657,0,0,0,0.0011074324680548807,0.30108415022412094,1.001084133029134,1
174,30047,0,0,1,0.19521670651055192,0.7452960525168235,0.92149025541386,1
175,33025,0,0,1,0.2319337814924865,0.6752375660387577,1.5682766022839458,1
176,10463,0,1,1,0.12609941959209323,0.9546056537831027,0.748386265355668,1
177,33311,0,0,1,0.20213971242917989,0.45803737613213846,1.5571244245071363,1
178,96797,1,0,0,0.04115964429197983,0.3616043026380786,1.850917853996049,1
179,83646,0,0,1,0.10691687795666502,0.8069168601704512,0.19991318218242773,1
180,92553,0,0,1,0.34698370902660475,1.2908501790121172,2.4085135830501443,1
181,11209,1,1,1,0.29301514002435713,1.3887665646561982,0.7878484908160818,1
182,84043,0,0,0,0.10063334172082118,0.801160530322501,0.20155638000070056,1
183,14850,1,1,1,0.10488427054043653,1.0146276603973041,4.45827982266639,1
184,93306,1,0,1,0.37160818330705947,1.4093213242557487,4.543508224889636,1
185,80015,0,0,0,0.11804678492718013,0.746419735179908,1.5035337920958798,1
186,77095,0,0,0,0.10001964011172935,0.6000200063658793,1.1000216544569634,1
187,93230,1,0,1,0.014011742663447652,0.6063027032768796,1.305932727792999,1
188,30127,0,0,1,0.2646453108965532,0.8812886224028943,0.051738895158503606,1
189,28277,1,0,1,0.26180307610300646,1.3842271173370346,4.417756469213909,1
190,77845,0,0,0,4.674173419961353e-05,0.7000426424207143,1.200042627093983,1
191,89031,0,0,0,0.3681078347520327,1.768237224378487,4.300132730848259,1
192,20906,1,1,0,0.027487587049830453,0.4821564122468999,3.4275574997759817,1
193,46307,0,1,1,0.20179236280153937,0.29765765910644687,0.4976223311021558,1
194,95747,0,0,0,0.31092469162899006,1.5325757709215262,4.0297881520106325,1
195,94536,0,0,0,1.0962384311263984,3.9857969330618497,14.49118671322837,1
196,92563,0,0,1,0.2613847427334637,1.2394920305292447,1.1069408602694686,1
197,45011,1,0,1,0.2541056303234088,1.1615350453705684,3.4374514721515537,1
198,97229,0,1,1,0.06555890496741129,0.30482180407363635,0.8476860726384776,1
199,90255,1,1,1,0.7797958952895627,1.3683396104774095,0.3660981257188041,1
200,92105,0,0,1,0.5826834177836497,1.690171911742812,2.2515603614518747,1
201,60614,1,0,0,0.09939224414243852,0.30088423505877376,1.1009215825319414,1
202,92021,0,0,1,0.46003852575683435,1.8779660306250892,5.177044459184319,1
203,91730,1,1,1,0.03397011007475795,0.04547579899681242,0.6266600431917457,1
204,60620,0,0,0,0.7326790189641748,2.4978661239777566,8.090887878325633,1
205,33023,0,0,1,0.19646864623465035,0.7168626765264527,0.8635180054991649,1
206,94110,1,1,1,0.2936072123828954,0.9869679964259058,3.382669005513617,1
207,85364,1,0,1,0.0015477110288062979,0.6628978734243106,0.1751722958178017,1
208,7055,1,0,0,0.4284166474412841,1.8849689101844378,7.734942687294851,1
209,77450,1,0,0,0.005259895136196804,0.4572948957318978,1.6870106321099605,1
210,11213,0,0,0,0.6564675542415535,2.3409299448512355,2.653821355580927,1
211,47906,1,1,1,0.03527935798342091,0.4415542598443519,1.351642612876061,1
212,94509,0,0,0,0.4873314702781462,1.6448998371548091,3.438650790046733,1
213,93065,0,0,0,0.43282889082694764,1.6968309426794388,5.760364096677681,1
214,95687,0,0,0,0.20011085720653402,1.1001110758949655,2.400112059991919,1
215,11201,1,1,1,0.39115379640851045,0.8855779641207522,1.0842604058753784,1
216,92882,0,0,1,0.6056448913260221,1.6756649563710095,3.448538525255478,1
217,7305,1,1,0,0.12456690528234282,1.6733319408274945,7.5924276717592205,1
218,19124,1,1,1,0.29946412017356844,0.39946412010164456,0.6994582570797525,1
219,94558,1,1,1,0.3971010644636776,1.2976498404478969,2.6984392751743584,1
220,94538,0,0,0,0.9498876442360576,4.048578508243107,14.975795881062536,1
221,37075,0,1,0,0.0006591482795249092,0.498918710451387,0.10116649931646644,1
222,91766,1,1,1,0.399861385306192,0.8998618642543955,0.4998640195192439,1
223,92805,1,1,1,0.2647616030863403,1.2922307223699034,6.133525727582658,1
224,78254,1,1,1,0.21860240457784738,0.7895040748648092,1.0269351524944532,1
225,60641,1,1,0,0.34704529867720646,1.2408279555192507,6.262486064955509,1
226,78046,1,1,1,0.1929153921708392,0.7844627549994718,2.4776777238969796,1
227,33012,0,1,0,0.0002483951569580496,0.3992411104780639,1.6030560176801696,1
228,33015,0,0,1,0.5585566875972401,1.7187068170082493,1.9319134848387776,1
229,90631,1,1,1,0.426842846852329,1.479239199549575,5.994125401657101,1
230,80134,0,0,0,0.16089257657340095,0.8825138551350307,2.028533985113217,1
231,33186,0,0,1,0.3648310177377779,1.6247931465338952,1.6061981677922734,1
232,30281,1,1,0,0.29908360503974674,0.899112035757458,0.7008879378541363,1
233,28078,0,0,1,0.29846840925948387,1.1892052455589086,2.350073945952202,1
234,60640,1,1,0,0.3998208005879599,0.09983064632739902,0.5001250491774566,1
235,32218,0,0,1,0.30023661116512296,1.1002394372376156,0.19975745837036274,1
236,85032,0,0,0,0.3027869229253015,0.9058833995489564,0.00846734851826805,1
237,33647,0,0,1,0.4032547042737442,1.507092167638245,0.38908056690451365,1
238,10977,1,1,0,0.23504598158660722,1.3676774400238199,4.0642122061925905,1
239,17603,1,1,1,0.0013915315266510853,0.2545899512526412,0.6454289358261653,1
240,11210,0,1,1,0.10021480060196283,0.19972972670233902,0.7997278367364129,1
241,2301,1,1,1,0.09646536618181534,0.8590030693305617,3.6420633698906135,1
242,87114,1,1,1,0.19978438106130436,0.19971052898492236,1.4993784166661268,1
243,90026,0,0,1,0.6138910221510936,1.8885940920120157,1.1472418978401528,1
244,94587,0,0,0,1.247281518971206,4.1356893154185315,13.134905422063731,1
245,32828,0,0,1,0.2517439017367143,0.9309149456583439,0.023260510541932344,1
246,85326,0,0,1,0.4320377414574249,1.5808806509333722,0.02853455950116776,1
247,92801,1,1,1,0.2032128712558985,0.7411516609454757,2.8647204482985904,1
248,11372,0,0,0,0.7050374567213442,1.8102377458370336,1.5137547017253246,1
249,34711,0,0,1,0.2673682054683256,0.9871410338358619,0.24612217721210533,1
250,95624,0,0,0,0.327523742945164,1.3510022417263552,3.8259467064464587,1
251,75067,0,0,0,9.109824437157047e-05,0.40007247458337725,0.4000697074531249,1
252,91402,1,1,1,0.5998637619341723,1.4998655877591707,0.29987380394300633,1
253,11432,1,0,0,0.04224045055765091,1.1265997105671037,4.2056274604214146,1
254,89115,0,0,0,0.5603307231803207,2.480377254681793,7.5184481309972995,1
255,10027,1,1,1,0.2892321683964633,0.9779975238863282,1.0706024428087657,1
256,6902,1,1,1,0.22619887466294203,1.3668141774862885,5.262521380037083,1
257,10472,1,0,0,0.05481460018246581,1.263433962045038,4.6387829333591215,1
258,77036,1,1,1,0.3063186132382105,0.7241684050937195,0.19674216960772495,1
259,19111,1,1,1,0.019545172337084027,0.6412874344715236,2.76491579244304,1
260,78045,0,1,1,0.3258214699350883,0.048900245527781126,1.8344318567054412,1
261,21234,0,0,0,0.14190749377108886,0.691573041501959,2.411685910411717,1
262,7087,1,1,1,0.16535587559038223,2.694563963715169,12.555034564985752,1
263,95123,1,0,0,0.6079046937653936,2.7082992554809646,11.063357117861068,1
264,92114,0,0,1,0.4825639951911288,1.5702713465182083,1.7845152931057922,1
265,11746,1,1,1,0.007189705404858471,0.6653382766341508,2.530545901048727,1
266,94541,0,0,0,0.8391384844062906,2.38959031335274,5.826462720994556,1
267,23462,1,0,1,0.17097457978319341,1.2124083988851042,4.2464217924649175,1
268,75068,0,0,0,0.10262290032459559,0.9050554632054978,0.5063150625963342,1
269,20011,1,1,1,0.09949234907920784,0.49041524335347764,1.6200712803485036,1
270,32822,0,0,1,0.31323699620378126,0.7308715743083443,0.3466235112940381,1
271,32765,0,0,1,0.15080982452256994,0.7305214048306253,0.009841343029941496,1
272,89121,0,0,0,0.6090956266392125,2.205003043402856,6.53994502813919,1
273,11434,1,0,0,0.16683268125002151,1.5001556397350624,3.99935956427527,1
274,30004,1,0,1,0.13943102584933553,0.9439479479577884,0.9611801893674619,1
275,85204,0,0,0,0.3454257751045854,1.3132762866331824,0.22987875217800635,1
276,48197,1,0,0,0.26168953695686326,1.1848825698469792,5.538715399685423,1
277,30022,0,0,1,0.22071398716391988,0.7953241825283932,1.0505591196903903,1
278,33157,1,0,1,0.4220668608583031,2.0212771270058423,4.646127933380377,1
279,90262,0,0,0,0.46166807557161366,0.961580715964433,0.2004995362631348,1
280,43081,1,1,1,0.0321714575083126,0.45602716980525887,1.137071810806416,1
281,84096,0,1,1,5.368602254637023e-05,0.39998671330680574,0.3999740083756088,1
282,75243,0,0,1,6.024285321845689e-05,0.5000260797441224,0.5998723767692807,1
283,84015,1,1,1,0.06136019368186528,0.10664294855926432,0.7258381787894279,1
284,89110,0,0,0,0.5613597000736655,2.142584306788149,5.606032010974694,1
285,90037,1,1,0,0.48814007521850744,1.2840950008917398,0.11622537083290425,1
286,75098,0,0,1,0.20011762177162068,0.8000458233459876,0.5997231580365723,1
287,11211,0,0,0,0.3002308464743217,1.1003031611741851,0.8003129606126186,1
288,60628,0,0,0,0.8703836415939281,2.91036423535797,9.739528270185904,1
289,32210,0,0,1,0.3087240802415517,0.9203318933919269,0.16382282907204276,1
290,92407,1,1,1,0.13848987921440564,0.5617301660335493,1.081256189361038,1
291,10312,1,0,0,0.2998898875428641,0.00011011245758117716,0.10011144299657099,1
292,30318,1,1,0,0.19542774384092973,0.5915752588218871,0.31000824580079045,1
293,66061,1,0,1,0.09475740964445706,0.7841112920523505,1.9359630103408407,1
294,93906,0,0,0,0.4896372872669098,1.7673398688618356,5.04400230370714,1
295,77346,0,0,0,0.10025938633311957,0.8002597724566874,1.1002615093969297,1
296,43123,1,1,1,0.09530840568387422,0.6770293724017509,2.354697501939576,1
297,94080,1,1,1,0.36458452710141825,1.365642301011283,3.5943994563215353,1
298,11706,1,0,0,0.1730352155103023,1.029565683610738,2.0395311903474256,1
299,60609,0,0,0,0.42692680389682813,1.1256322708473028,1.920854759307422,1
300,30058,0,0,1,0.30314347115096074,0.9072469995997503,0.6871296648562416,1
301,92703,1,1,1,0.07993364977963158,0.9382700547593186,6.326264945819027,1
302,30096,0,0,1,0.3162543920659221,1.3171589350801685,2.5691460022263244,1
303,32259,1,1,0,0.19488938725700536,0.9938349923082079,0.006196611733432847,1
304,44256,1,0,1,0.10947873827597349,1.328153613651448,4.212103841916556,1
305,95020,0,0,0,0.10241479344008858,0.603620378444601,1.1038189923447184,1
306,2148,1,1,0,0.29835239881818254,1.0677206938114008,4.622511964029711,1
307,85301,0,0,0,0.30010958632474016,1.0001116703664323,0.20012104855075064,1
308,33463,0,0,1,0.2745767685150906,0.6887041053195889,1.1011252527316686,1
309,11717,1,0,1,0.22173727861746056,1.185992799924629,3.4116475711087673,1
310,42101,0,0,1,0.24340755064082617,0.6885681884237416,0.4308359806523797,1
311,33033,0,0,1,0.3899853155840628,1.4891656520191283,0.12486846736351076,1
312,98682,0,0,0,0.20388081130867647,1.0094358607684126,2.601645661231634,1
313,21740,1,1,1,0.14037885888401924,1.1187623972735552,4.236279402304215,1
314,20878,1,1,0,0.04684215212261689,0.8401921111589272,5.157359122234809,1
315,87120,1,1,1,0.020036388029315344,0.32825261002172906,0.532576555149133,1
316,29072,1,1,1,0.15327050426967828,0.33989357365505857,0.8590006753708567,1
317,92404,1,1,1,0.25704108509895623,0.8086300177120266,1.4692340389795904,1
318,23322,1,1,1,0.06269572562233261,0.511595833896882,3.545850931396166,1
319,19143,1,1,0,0.0034787242453949707,0.2082351192682017,3.717350954539271,1
320,90022,0,0,0,0.3000208381756061,0.900072690450969,0.10030602051788239,1
321,30135,1,1,0,0.19922032276752505,0.5992233678074893,0.8007766321591137,1
322,85383,1,1,0,0.29782656905094756,1.4968183026518767,0.20330323132622002,1
323,91761,1,1,1,0.013844384971890639,0.0681166256754725,0.40371955487278965,1
324,91977,1,1,0,0.07588181289391344,0.4758978262286074,0.3000846669176865,1
325,75043,0,0,0,0.11327348741942535,0.6325973228548157,0.4641022838505089,1
326,92677,1,1,1,0.5832851047843837,2.147075893050653,8.54066256234762,1
327,80219,1,1,1,0.24599332539368776,0.6386056042283319,1.366911988138465,1
328,85308,0,0,0,0.44570607433028214,1.5152920623502584,0.3430489112003817,1
329,32808,0,0,1,0.3061150263979334,0.6676212286473966,0.4383131361628606,1
330,92630,1,1,1,0.5966566924699293,2.188144140569502,10.220628618594917,1
331,95758,0,0,0,0.3379071297213069,1.4895885859214983,3.9786958909206556,1
332,40475,0,0,1,0.268460201179044,0.9790352172690238,2.199039804937314,1
333,77521,1,1,1,0.08669330789825938,0.5709420251004517,0.7573484807492635,1
334,92346,1,1,1,0.0896589952348744,0.32725850047182914,0.660153149301548,1
335,38401,0,0,1,0.30007931568471286,0.9001163747012715,0.19987499634062103,1
336,8753,1,0,0,0.3963546110441441,2.0885538573478093,8.848200637296433,1
337,30188,1,0,1,0.027778702714983144,0.5425132384688711,0.025748199292379148,1
338,32244,1,1,0,0.28198328192976324,0.9455113801018755,0.2165557768413741,1
339,20019,1,1,1,0.00948755803458165,0.11497116474025443,0.8446309805502662,1
340,37122,0,1,0,4.1205470932396835e-05,0.49989884194740225,0.1001150023878059,1
341,90731,1,1,0,0.195140342338707,0.5940255977606576,0.006017526576067864,1
342,75040,0,0,0,0.1479987713054183,0.6295010044748339,1.0403948929903621,1
343,77072,0,0,0,0.5573132212141271,1.4496375372116297,1.6519779288627734,1
344,27406,0,0,1,0.4588843943575862,1.1412311962977777,1.8282720578397536,1
345,95206,1,1,0,0.19069552560771982,1.0907040324541744,1.3001291217450879,1
346,60402,0,0,0,0.5542053204402292,1.8620972215193872,7.6470417354822064,1
347,95608,0,0,0,0.4384167502849422,1.4141002601134178,4.637140078901295,1
348,60651,0,0,0,0.22070949852991456,0.6206996156196134,1.300068760976914,1
